"key","name","entity_type","cui","count"
"C0222596","Upper inner quadrant of breast","AREA","C0222596","1"
"C0222597","Lower inner quadrant of breast","AREA","C0222597","1"
"C0222600","Right breast","BIOLOGICAL_STRUCTURE","C0222600","5"
"C0222601","Left breast","BIOLOGICAL_STRUCTURE","C0222601","5"
"C0222686","Structure of superior orbital fissure","BIOLOGICAL_STRUCTURE","C0222686","1"
"C0222687","Structure of foramen rotundum","BIOLOGICAL_STRUCTURE","C0222687","5"
"C0222712","Jugular foramen","BIOLOGICAL_STRUCTURE","C0222712","1"
"C0222715","Structure of stylomastoid foramen","BIOLOGICAL_STRUCTURE","C0222715","1"
"C0222724","Clivus","BIOLOGICAL_STRUCTURE","C0222724","3"
"C0223076","Structure of arch of vertebra","BIOLOGICAL_STRUCTURE","C0223076","1"
"C0223084","Body of vertebra","BIOLOGICAL_STRUCTURE","C0223084","17"
"C0223085","Structure of intervertebral foramen","BIOLOGICAL_STRUCTURE","C0223085","5"
"C0223088","Structure of intervertebral space","BIOLOGICAL_STRUCTURE","C0223088","3"
"C0223170","Body of sixth cervical vertebra","BIOLOGICAL_STRUCTURE","C0223170","1"
"C0223646","Structure of posterior superior iliac spine","BIOLOGICAL_STRUCTURE","C0223646","2"
"C0223656","Ischial tuberosity structure","BIOLOGICAL_STRUCTURE","C0223656","1"
"C0224134","Levator palpebrae superioris structure","BIOLOGICAL_STRUCTURE","C0224134","1"
"C0224153","Structure of sternocleidomastoid muscle","BIOLOGICAL_STRUCTURE","C0224153","2"
"C0224159","Structure of mylohyoid muscle","BIOLOGICAL_STRUCTURE","C0224159","1"
"C0224231","Structure of teres minor muscle","BIOLOGICAL_STRUCTURE","C0224231","1"
"C0224361","Structure of trapezius muscle","BIOLOGICAL_STRUCTURE","C0224361","3"
"C0224384","Structure of levator ani muscle","BIOLOGICAL_STRUCTURE","C0224384","1"
"C0224792","Structure of subacromial bursa","BIOLOGICAL_STRUCTURE","C0224792","1"
"C0224795","Structure of bursa of coracobrachialis muscle","BIOLOGICAL_STRUCTURE","C0224795","1"
"C0224868","Tendon of supraspinatus muscle","BIOLOGICAL_STRUCTURE","C0224868","2"
"C0225317","soft tissue","BIOLOGICAL_STRUCTURE","C0225317","1"
"C0225331","Fibrous tissue","BIOLOGICAL_STRUCTURE","C0225331","2"
"C0225358","Bladder Detrusor Muscle","BIOLOGICAL_STRUCTURE","C0225358","2"
"C0225377","Structure of upper respiratory tract cavity","BIOLOGICAL_STRUCTURE","C0225377","1"
"C0225386","Breath","THERAPEUTIC_PROCEDURE","C0225386","10"
"C0225434","Inferior nasal concha","BIOLOGICAL_STRUCTURE","C0225434","2"
"C0225452","Right maxillary sinus structure","BIOLOGICAL_STRUCTURE","C0225452","6"
"C0225453","Left maxillary sinus structure","BIOLOGICAL_STRUCTURE","C0225453","4"
"C0225460","Right frontal sinus structure","BIOLOGICAL_STRUCTURE","C0225460","1"
"C0225492","Superior wall of nasopharynx","BIOLOGICAL_STRUCTURE","C0225492","1"
"C0225630","Left main bronchus structure","BIOLOGICAL_STRUCTURE","C0225630","1"
"C0225703","Structure of apex of lung","BIOLOGICAL_STRUCTURE","C0225703","2"
"C0225704","Basal segment of lung","BIOLOGICAL_STRUCTURE","C0225704","1"
"C0225705","Bronchopulmonary segment","BIOLOGICAL_STRUCTURE","C0225705","4"
"C0225706","Right lung","BIOLOGICAL_STRUCTURE","C0225706","11"
"C0225709","Right pulmonary hilum","BIOLOGICAL_STRUCTURE","C0225709","1"
"C0225730","Left lung","BIOLOGICAL_STRUCTURE","C0225730","6"
"C0225732","Structure of base of left lung","AREA","C0225732","1"
"C0225759","Lung field","BIOLOGICAL_STRUCTURE","C0225759","2"
"C0225778","Pleural fluid","SIGN_SYMPTOM","C0225778","2"
"C0225779","Right pleura","BIOLOGICAL_STRUCTURE","C0225779","2"
"C0225782","Structure of right pleural cavity","BIOLOGICAL_STRUCTURE","C0225782","7"
"C0225784","Left pleura","BIOLOGICAL_STRUCTURE","C0225784","2"
"C0225836","Interatrial septum","BIOLOGICAL_STRUCTURE","C0225836","9"
"C0225844","Right atrial structure","BIOLOGICAL_STRUCTURE","C0225844","6"
"C0225857","Structure of intercaval sinus","BIOLOGICAL_STRUCTURE","C0225857","2"
"C0225860","Left atrial structure","BIOLOGICAL_STRUCTURE","C0225860","4"
"C0225870","Ventricular septum","BIOLOGICAL_STRUCTURE","C0225870","8"
"C0225872","Structure of membranous portion of interventricular septum","BIOLOGICAL_STRUCTURE","C0225872","1"
"C0225883","Right ventricular structure","BIOLOGICAL_STRUCTURE","C0225883","13"
"C0225892","Structure of outflow tract of right ventricle","BIOLOGICAL_STRUCTURE","C0225892","1"
"C0225897","Left ventricular structure","BIOLOGICAL_STRUCTURE","C0225897","4"
"C0225899","Myocardium of left ventricle","BIOLOGICAL_STRUCTURE","C0225899","4"
"C0225924","Atrioventricular valve","BIOLOGICAL_STRUCTURE","C0225924","4"
"C0225947","Structure of anulus fibrosus of mitral orifice","BIOLOGICAL_STRUCTURE","C0225947","1"
"C0225949","Leaflet of mitral valve","BIOLOGICAL_STRUCTURE","C0225949","3"
"C0225950","Structure of anterior leaflet of mitral valve","BIOLOGICAL_STRUCTURE","C0225950","1"
"C0225957","Structure of anulus fibrosus of aorta","BIOLOGICAL_STRUCTURE","C0225957","3"
"C0225983","Structure of perivascular space","BIOLOGICAL_STRUCTURE","C0225983","1"
"C0226019","Structure of aortic isthmus","BIOLOGICAL_STRUCTURE","C0226019","1"
"C0226054","Right pulmonary artery","BIOLOGICAL_STRUCTURE","C0226054","5"
"C0226069","Left pulmonary artery","BIOLOGICAL_STRUCTURE","C0226069","4"
"C0226087","Left common carotid artery structure","BIOLOGICAL_STRUCTURE","C0226087","1"
"C0226156","Structure of right internal carotid artery","BIOLOGICAL_STRUCTURE","C0226156","6"
"C0226262","Structure of left subclavian artery","BIOLOGICAL_STRUCTURE","C0226262","2"
"C0226550","Internal jugular vein structure","BIOLOGICAL_STRUCTURE","C0226550","3"
"C0226717","Structure of suprarenal vein","BIOLOGICAL_STRUCTURE","C0226717","1"
"C0226864","Structure of transverse sinus","BIOLOGICAL_STRUCTURE","C0226864","1"
"C0226865","Structure of sigmoid sinus","BIOLOGICAL_STRUCTURE","C0226865","2"
"C0226896","Oral cavity","ADMINISTRATION","C0226896","16"
"C0226920","Structure of retromolar area of mouth","BIOLOGICAL_STRUCTURE","C0226920","2"
"C0226958","Root of tongue","BIOLOGICAL_STRUCTURE","C0226958","8"
"C0227052","Maxillary left second molar","DISTANCE","C0227052","3"
"C0227059","Mandibular left second premolar tooth","DOSAGE","C0227059","12"
"C0227069","Mandibular right second premolar","DISTANCE","C0227069","1"
"C0227147","Structure of retropharyngeal area","BIOLOGICAL_STRUCTURE","C0227147","8"
"C0227148","Structure of lateral pharyngeal space","AREA","C0227148","6"
"C0227149","Pharyngeal wall","BIOLOGICAL_STRUCTURE","C0227149","2"
"C0227150","Dorsal pharyngeal wall structure","BIOLOGICAL_STRUCTURE","C0227150","2"
"C0227151","Structure of lateral pharyngeal wall","BIOLOGICAL_STRUCTURE","C0227151","1"
"C0227156","lateral wall of oropharynx","BIOLOGICAL_STRUCTURE","C0227156","1"
"C0227164","Structure of pharyngeal recess","BIOLOGICAL_STRUCTURE","C0227164","4"
"C0227170","Structure of piriform recess","BIOLOGICAL_STRUCTURE","C0227170","2"
"C0227375","Ascending colon","BIOLOGICAL_STRUCTURE","C0227375","2"
"C0227389","Descending colon","BIOLOGICAL_STRUCTURE","C0227389","1"
"C0227391","Sigmoid colon","BIOLOGICAL_STRUCTURE","C0227391","1"
"C0227404","Rectal ampulla","BIOLOGICAL_STRUCTURE","C0227404","1"
"C0227457","Structure of left parotid gland","BIOLOGICAL_STRUCTURE","C0227457","5"
"C0227465","Structure of right sublingual gland","BIOLOGICAL_STRUCTURE","C0227465","1"
"C0227470","Structure of right submaxillary gland","BIOLOGICAL_STRUCTURE","C0227470","6"
"C0227471","Structure of left submaxillary gland","BIOLOGICAL_STRUCTURE","C0227471","2"
"C0227481","Right lobe of liver","BIOLOGICAL_STRUCTURE","C0227481","6"
"C0227486","Left lobe of liver","BIOLOGICAL_STRUCTURE","C0227486","2"
"C0227614","Left kidney","BIOLOGICAL_STRUCTURE","C0227614","3"
"C0227622","Structure of renal segment","BIOLOGICAL_STRUCTURE","C0227622","2"
"C0227874","Structure of left ovary","BIOLOGICAL_STRUCTURE","C0227874","1"
"C0227963","Structure of capsule of prostate","BIOLOGICAL_STRUCTURE","C0227963","1"
"C0227970","Structure of lobe of prostate","BIOLOGICAL_STRUCTURE","C0227970","1"
"C0227991","Upper pole of testis","AREA","C0227991","3"
"C0227992","Structure of inferior pole of testis","BIOLOGICAL_STRUCTURE","C0227992","14"
"C0228067","Infratentorial brain structure","AREA","C0228067","1"
"C0228084","Nerve root structure","BIOLOGICAL_STRUCTURE","C0228084","1"
"C0228157","Periventricular white matter","BIOLOGICAL_STRUCTURE","C0228157","1"
"C0228174","Cerebral hemisphere structure (body structure)","BIOLOGICAL_STRUCTURE","C0228174","1"
"C0228175","Right cerebral hemisphere","BIOLOGICAL_STRUCTURE","C0228175","2"
"C0228176","Left cerebral hemisphere","BIOLOGICAL_STRUCTURE","C0228176","1"
"C0228194","Left frontal lobe structure","BIOLOGICAL_STRUCTURE","C0228194","3"
"C0228207","RIght parietal lobe structure","BIOLOGICAL_STRUCTURE","C0228207","1"
"C0228232","Right temporal lobe structure","BIOLOGICAL_STRUCTURE","C0228232","1"
"C0228233","Left temporal lobe structure","BIOLOGICAL_STRUCTURE","C0228233","1"
"C0228465","Cerebellar hemisphere structure","BIOLOGICAL_STRUCTURE","C0228465","1"
"C0228515","Cerebellar peduncle","BIOLOGICAL_STRUCTURE","C0228515","1"
"C0229090","Left eye structure","BIOLOGICAL_STRUCTURE","C0229090","1"
"C0229186","Structure of pupil of right eye","BIOLOGICAL_STRUCTURE","C0229186","2"
"C0229282","Left lacrimal gland structure","BIOLOGICAL_STRUCTURE","C0229282","2"
"C0229298","Right ear structure","BIOLOGICAL_STRUCTURE","C0229298","2"
"C0229299","Left ear structure","BIOLOGICAL_STRUCTURE","C0229299","1"
"C0229353","Right middle ear structure","BIOLOGICAL_STRUCTURE","C0229353","4"
"C0229354","Left middle ear structure","BIOLOGICAL_STRUCTURE","C0229354","1"
"C0229427","Pneumatic mastoid cell","BIOLOGICAL_STRUCTURE","C0229427","2"
"C0229433","Right Eustachian canal structure","BIOLOGICAL_STRUCTURE","C0229433","1"
"C0229560","Structure of left adrenal gland","BIOLOGICAL_STRUCTURE","C0229560","1"
"C0229581","Structure of right lobe of thyroid gland","BIOLOGICAL_STRUCTURE","C0229581","13"
"C0229582","Structure of left lobe of thyroid gland","BIOLOGICAL_STRUCTURE","C0229582","11"
"C0229584","Structure of pyramidal lobe of thyroid","BIOLOGICAL_STRUCTURE","C0229584","5"
"C0229664","peripheral blood","BIOLOGICAL_STRUCTURE","C0229664","2"
"C0229730","Structure of supraclavicular lymph node","BIOLOGICAL_STRUCTURE","C0229730","1"
"C0229737","Structure of retropharyngeal lymph node","BIOLOGICAL_STRUCTURE","C0229737","1"
"C0229749","Structure of intrapulmonary lymph node","BIOLOGICAL_STRUCTURE","C0229749","4"
"C0229867","Right faucial tonsil structure","BIOLOGICAL_STRUCTURE","C0229867","5"
"C0229868","Left faucial tonsil structure","BIOLOGICAL_STRUCTURE","C0229868","6"
"C0229871","Lingual tonsil","BIOLOGICAL_STRUCTURE","C0229871","2"
"C0229889","Lymphatic vessel","BIOLOGICAL_STRUCTURE","C0229889","2"
"C0229960","Entire body as a whole","AREA","C0229960","1"
"C0229985","Surgical margins","BIOLOGICAL_STRUCTURE","C0229985","1"
"C0230039","Structure of pterygopalatine fossa","BIOLOGICAL_STRUCTURE","C0230039","10"
"C0230091","Anterior axillary line","AREA","C0230091","1"
"C0230097","Structure of waist (surface region)","BIOLOGICAL_STRUCTURE","C0230097","1"
"C0230136","Structure of intercostal space","AREA","C0230136","1"
"C0230137","Structure of thoracic inlet","AREA","C0230137","2"
"C0230168","Abdominal Cavity","AREA","C0230168","2"
"C0230178","Structure of right lower quadrant of abdomen","AREA","C0230178","1"
"C0230180","Structure of left lower quadrant of abdomen","AREA","C0230180","1"
"C0230185","Epigastrium","AREA","C0230185","3"
"C0230329","Right upper extremity","BIOLOGICAL_STRUCTURE","C0230329","1"
"C0230330","Left upper extremity","BIOLOGICAL_STRUCTURE","C0230330","2"
"C0230337","Structure of right axillary region","BIOLOGICAL_STRUCTURE","C0230337","1"
"C0230338","Structure of left axillary region","AREA","C0230338","5"
"C0230346","Right upper arm structure","BIOLOGICAL_STRUCTURE","C0230346","3"
"C0230360","Structure of right forearm","BIOLOGICAL_STRUCTURE","C0230360","2"
"C0230415","Right lower extremity","BIOLOGICAL_STRUCTURE","C0230415","6"
"C0230416","Left lower extremity","AREA","C0230416","7"
"C0230425","Structure of right thigh","AREA","C0230425","1"
"C0230442","Structure of right lower leg","BIOLOGICAL_STRUCTURE","C0230442","1"
"C0230443","Structure of left lower leg","BIOLOGICAL_STRUCTURE","C0230443","5"
"C0230446","Both lower legs","AREA","C0230446","8"
"C0230460","Structure of right foot","BIOLOGICAL_STRUCTURE","C0230460","4"
"C0230461","Structure of left foot","BIOLOGICAL_STRUCTURE","C0230461","3"
"C0230463","Sole of Foot","AREA","C0230463","1"
"C0230467","Arch of foot","BIOLOGICAL_STRUCTURE","C0230467","1"
"C0230719","Z line","BIOLOGICAL_STRUCTURE","C0230719","1"
"C0231218","Malaise","SIGN_SYMPTOM","C0231218","3"
"C0231221","Asymptomatic (finding)","SIGN_SYMPTOM","C0231221","4"
"C0231448","Extension","DISEASE_DISORDER","C0231448","1"
"C0231472","Standing position","ACTIVITY","C0231472","1"
"C0231832","Respiratory rate","DIAGNOSTIC_PROCEDURE","C0231832","2"
"C0231857","Vesicular breathing","SIGN_SYMPTOM","C0231857","6"
"C0231923","Ventilated","THERAPEUTIC_PROCEDURE","C0231923","1"
"C0232119","Pulsus trigeminus","DISEASE_DISORDER","C0232119","2"
"C0232148","Femoral pulse","SIGN_SYMPTOM","C0232148","1"
"C0232180","Cardiac shunt","SIGN_SYMPTOM","C0232180","1"
"C0232201","Sinus rhythm","SIGN_SYMPTOM","C0232201","11"
"C0232257","Systolic Murmurs","SIGN_SYMPTOM","C0232257","1"
"C0232297","Left axis deviation","DISEASE_DISORDER","C0232297","2"
"C0232341","Increased vascular flow","SIGN_SYMPTOM","C0232341","3"
"C0232483","Reflux","SIGN_SYMPTOM","C0232483","1"
"C0232804","Renal function","DIAGNOSTIC_PROCEDURE","C0232804","2"
"C0233494","Tension","SIGN_SYMPTOM","C0233494","1"
"C0233574","Hyperkinetic","SIGN_SYMPTOM","C0233574","1"
"C0233794","Memory impairment","SIGN_SYMPTOM","C0233794","2"
"C0234222","Baresthesia","SIGN_SYMPTOM","C0234222","1"
"C0234234","Tender","SIGN_SYMPTOM","C0234234","2"
"C0234428","Disturbance of consciousness","SIGN_SYMPTOM","C0234428","1"
"C0235031","Neurologic Symptoms","SIGN_SYMPTOM","C0235031","2"
"C0235475","Wide QRS complex","DIAGNOSTIC_PROCEDURE","C0235475","3"
"C0235592","Cervical lymphadenopathy","SIGN_SYMPTOM","C0235592","2"
"C0236124","Gastrointestinal obstruction","DISEASE_DISORDER","C0236124","2"
"C0236663","Alcohol withdrawal syndrome","DISEASE_DISORDER","C0236663","2"
"C0237314","Irregular heart beat","SIGN_SYMPTOM","C0237314","1"
"C0237834","Resistance (Psychotherapeutic)","SIGN_SYMPTOM","C0237834","2"
"C0238463","Papillary thyroid carcinoma","DISEASE_DISORDER","C0238463","1"
"C0238767","Bilateral","DETAILED_DESCRIPTION","C0238767","8"
"C0238790","Bone destruction","SIGN_SYMPTOM","C0238790","2"
"C0239981","Hypoalbuminemia","DISEASE_DISORDER","C0239981","2"
"C0240526","Night time","TIME","C0240526","4"
"C0241158","Scar Tissue","SIGN_SYMPTOM","C0241158","5"
"C0241379","Increased thirst","SIGN_SYMPTOM","C0241379","1"
"C0241657","Abnormality of the vasculature","SIGN_SYMPTOM","C0241657","1"
"C0241816","Global brain atrophy","DISEASE_DISORDER","C0241816","1"
"C0241889","Family history (finding)","FAMILY_HISTORY","C0241889","3"
"C0242295","Dietary Supplements","MEDICATION","C0242295","2"
"C0242297","Dietary Supplementation","THERAPEUTIC_PROCEDURE","C0242297","3"
"C0242379","Malignant neoplasm of lung","DISEASE_DISORDER","C0242379","2"
"C0242422","Parkinsonian Disorders","DISEASE_DISORDER","C0242422","1"
"C0242503","Unequal","SIGN_SYMPTOM","C0242503","2"
"C0242633","T-helper cell type 2","BIOLOGICAL_STRUCTURE","C0242633","2"
"C0242656","Disease Progression","OUTCOME","C0242656","5"
"C0242821","Human body","AREA","C0242821","4"
"C0242939","Radiotherapy, Adjuvant","THERAPEUTIC_PROCEDURE","C0242939","6"
"C0243067","defects aspect","DISEASE_DISORDER","C0243067","1"
"C0243069","Hypoplasia","DISEASE_DISORDER","C0243069","1"
"C0243071","Analog","MEDICATION","C0243071","1"
"C0243140","Histopathological aspects","DIAGNOSTIC_PROCEDURE","C0243140","9"
"C0257685","zoledronic acid","MEDICATION","C0257685","1"
"C0260000","Secondary Metabolism","DISEASE_DISORDER","C0260000","2"
"C0262461","Eccentric visual fixation","SHAPE","C0262461","1"
"C0262587","Parathyroid Adenoma","DISEASE_DISORDER","C0262587","1"
"C0262662","Ventricular bigeminy","DISEASE_DISORDER","C0262662","2"
"C0262950","Skeletal bone","BIOLOGICAL_STRUCTURE","C0262950","4"
"C0263870","Narrowing of intervertebral disc space","SIGN_SYMPTOM","C0263870","1"
"C0264558","Tension Pneumothorax","DISEASE_DISORDER","C0264558","2"
"C0264716","Chronic heart failure","DISEASE_DISORDER","C0264716","1"
"C0264907","Mobitz type I incomplete atrioventricular block","DISEASE_DISORDER","C0264907","1"
"C0265761","Congenital laryngocele","DISEASE_DISORDER","C0265761","1"
"C0265898","Coronary artery fistula","DISEASE_DISORDER","C0265898","1"
"C0266111","Bifid tongue","SHAPE","C0266111","6"
"C0266283","Ectopic thyroid tissue (disorder)","BIOLOGICAL_STRUCTURE","C0266283","1"
"C0267466","Colonic Stenosis","SIGN_SYMPTOM","C0267466","1"
"C0268596","Multiple Acyl Coenzyme A Dehydrogenase Deficiency","DIAGNOSTIC_PROCEDURE","C0268596","2"
"C0274435","Transfusion Reaction","SIGN_SYMPTOM","C0274435","2"
"C0277814","Sitting position","ACTIVITY","C0277814","1"
"C0278314","Nephrostomy (procedure)","BIOLOGICAL_STRUCTURE","C0278314","1"
"C0278701","Gastric Adenocarcinoma","DISEASE_DISORDER","C0278701","1"
"C0279025","Hormone Therapy","THERAPEUTIC_PROCEDURE","C0279025","2"
"C0279077","Pediatric surgery specialty","NONBIOLOGICAL_LOCATION","C0279077","1"
"C0280592","doxorubicin/fluorouracil/mitomycin/vincristine protocol","MEDICATION","C0280592","1"
"C0281856","Generalized aches and pains","SIGN_SYMPTOM","C0281856","1"
"C0282046","Surgery, Day","THERAPEUTIC_PROCEDURE","C0282046","1"
"C0282222","Lubricants","THERAPEUTIC_PROCEDURE","C0282222","1"
"C0282281","Palliative Medicine","NONBIOLOGICAL_LOCATION","C0282281","2"
"C0282614","Acupressure (regime/therapy)","NONBIOLOGICAL_LOCATION","C0282614","1"
"C0285131","cisplatin/methotrexate/vinblastine protocol","DIAGNOSTIC_PROCEDURE","C0285131","2"
"C0293359","insulin lispro","MEDICATION","C0293359","1"
"C0302148","Blood Clot","DISEASE_DISORDER","C0302148","1"
"C0302276","Metanephrine measurement","DIAGNOSTIC_PROCEDURE","C0302276","2"
"C0302295","Eruptions","SIGN_SYMPTOM","C0302295","1"
"C0302313","Osteolytic lesion","DISEASE_DISORDER","C0302313","1"
"C0302353","Serum potassium measurement","LAB_VALUE","C0302353","2"
"C0302523","Observation in research","THERAPEUTIC_PROCEDURE","C0302523","15"
"C0302617","Radiographic-therapeutic unit device","NONBIOLOGICAL_LOCATION","C0302617","1"
"C0302836","Smoking tobacco","ACTIVITY","C0302836","1"
"C0302908","Liquid substance","MEDICATION","C0302908","43"
"C0309093","FLAIR (product)","DIAGNOSTIC_PROCEDURE","C0309093","1"
"C0310367","Today","DATE","C0310367","1"
"C0310370","Tomorrow","DATE","C0310370","3"
"C0311468","Increased bilirubin level (finding)","SIGN_SYMPTOM","C0311468","1"
"C0317568","Haemophilus parainfluenzae","OTHER_ENTITY","C0317568","1"
"C0332128","Examined","DIAGNOSTIC_PROCEDURE","C0332128","1"
"C0332152","Before","TIME","C0332152","1"
"C0332156","Return to (contextual qualifier) (qualifier value)","CLINICAL_EVENT","C0332156","1"
"C0332158","Contact with","CLINICAL_EVENT","C0332158","1"
"C0332170","Morning","TIME","C0332170","3"
"C0332173","Daily","FREQUENCY","C0332173","20"
"C0332174","Weekly","FREQUENCY","C0332174","1"
"C0332177","Monthly (qualifier value)","DURATION","C0332177","9"
"C0332181","Annual","FREQUENCY","C0332181","3"
"C0332182","Periodic","FREQUENCY","C0332182","1"
"C0332183","Frequently","FREQUENCY","C0332183","2"
"C0332185","Recent","TIME","C0332185","1"
"C0332232","Approximate","TIME","C0332232","36"
"C0332255","Fragment of (qualifier value)","BIOLOGICAL_STRUCTURE","C0332255","2"
"C0332260","Compressing (action)","THERAPEUTIC_PROCEDURE","C0332260","3"
"C0332271","Worsening pattern","SEVERITY","C0332271","1"
"C0332282","Following","DURATION","C0332282","2"
"C0332305","With staging","DIAGNOSTIC_PROCEDURE","C0332305","1"
"C0332326","Gleason Grading System","LAB_VALUE","C0332326","2"
"C0332437","Morphology","TEXTURE","C0332437","3"
"C0332448","Infiltration","SIGN_SYMPTOM","C0332448","19"
"C0332459","Compressed structure","THERAPEUTIC_PROCEDURE","C0332459","6"
"C0332463","Narrowed structure","SHAPE","C0332463","6"
"C0332464","Widening","SIGN_SYMPTOM","C0332464","5"
"C0332466","Fused structure","DISEASE_DISORDER","C0332466","1"
